OpenTime,Open,High,Low,Close,Volume,tenkan_sen,kijun_sen,senkou_span_a,senkou_span_b,chikou_span
2020-09-25 08:00:00,0.00091828,0.00092886,0.00088815,0.00092218,726695.10000000,,,,,0.00090932
2020-09-25 12:00:00,0.00092152,0.000985,0.00090648,0.00097366,1193539.90000000,,,,,0.00092344
2020-09-25 16:00:00,0.00097422,0.00102662,0.00095409,0.00101398,1060179.00000000,,,,,0.00091272
2020-09-25 20:00:00,0.00101342,0.00104174,0.00099423,0.00100375,660869.00000000,,,,,0.00091584
2020-09-26 00:00:00,0.00100375,0.00101898,0.00099231,0.00100357,391385.90000000,,,,,0.000926
2020-09-26 04:00:00,0.00100425,0.00103132,0.00099435,0.00101027,433380.50000000,,,,,0.0009469
2020-09-26 08:00:00,0.00101093,0.00101414,0.0009936,0.001,330953.40000000,,,,,0.00095247
2020-09-26 12:00:00,0.0010001,0.00100015,0.00094024,0.00096697,1009685.00000000,,,,,0.00092308
2020-09-26 16:00:00,0.00096735,0.00097023,0.000932,0.00094661,530487.90000000,,,,,0.00091224
2020-09-26 20:00:00,0.00094677,0.00097059,0.00094389,0.00096091,341615.10000000,,,,,0.000908
2020-09-27 00:00:00,0.00096224,0.00097319,0.00094541,0.00096158,290546.00000000,,,,,0.00092083
2020-09-27 04:00:00,0.00096162,0.000972,0.00094301,0.00094963,242401.50000000,,,,,0.00088456
2020-09-27 08:00:00,0.00094956,0.00096852,0.00092986,0.00095137,315615.00000000,,,,,0.00084836
2020-09-27 12:00:00,0.00095106,0.00098788,0.00094672,0.00098193,358298.50000000,,,,,0.00086719
2020-09-27 16:00:00,0.00098264,0.00101681,0.00098198,0.00100327,577296.40000000,,,,,0.00087025
2020-09-27 20:00:00,0.00100289,0.001025,0.00098844,0.00100203,332700.90000000,,,,,0.00087196
2020-09-28 00:00:00,0.00100275,0.00101237,0.0009816,0.00098661,340629.30000000,,,,,0.00087853
2020-09-28 04:00:00,0.00098591,0.00099536,0.00096529,0.00097494,337081.90000000,,,,,0.00087134
2020-09-28 08:00:00,0.00097497,0.00098491,0.00095055,0.00095728,349407.50000000,,,,,0.0008771
2020-09-28 12:00:00,0.00095718,0.00098744,0.000954,0.00097426,379735.30000000,0.000964945,,,,0.00087246
2020-09-28 16:00:00,0.00097477,0.00098422,0.00096823,0.00097493,220609.40000000,0.00097411,,,,0.00089047
2020-09-28 20:00:00,0.00097547,0.00098863,0.00095248,0.00096119,331631.10000000,0.0009858,,,,0.00087945
2020-09-29 00:00:00,0.00096135,0.00096666,0.00094528,0.00095207,247672.30000000,0.0009858,,,,0.00086778
2020-09-29 04:00:00,0.000952,0.00096702,0.00094549,0.00095287,188993.40000000,0.00098059,,,,0.00087513
2020-09-29 08:00:00,0.00095387,0.00095426,0.0009288,0.0009421,469710.20000000,0.00098006,,,,0.00087138
2020-09-29 12:00:00,0.00094111,0.00094263,0.00090179,0.00090756,909726.80000000,0.000963395,,,,0.00086597
2020-09-29 16:00:00,0.00090656,0.00092001,0.000885,0.0009103,690018.90000000,0.0009550000000000001,,,,0.00087977
2020-09-29 20:00:00,0.00090998,0.00093628,0.0008996,0.00093471,455952.70000000,0.0009550000000000001,,,,0.00088067
2020-09-30 00:00:00,0.00093552,0.00094318,0.00091284,0.00092119,294367.80000000,0.0009550000000000001,,,,0.00089014
2020-09-30 04:00:00,0.00092062,0.00092444,0.00089564,0.00090747,351510.10000000,0.0009550000000000001,,,,0.00087635
2020-09-30 08:00:00,0.00090723,0.0009229,0.00090307,0.00090932,189894.90000000,0.0009550000000000001,,,,0.00087457
2020-09-30 12:00:00,0.00090947,0.00093282,0.00090753,0.00092344,308634.20000000,0.0009550000000000001,,,,0.00088699
